discoverymethod,semimajoraxis,radius,mass,density,eccentricity,inclination,ttv,depth
Transit,,2.21,,,,,0,0.0298
Transit,0.06,2.26,,,0,82.51,0,0.0298
Transit,0.275,2.66,,,0,89.95,0,0.0298
Transit,,2.84,,,,,0,0.0298
Transit,0.1371,2.53,,,0,87.66,0,0.0298
Transit,0.1371,2.53,,,0,87.66,0,0.0298
Transit,0.1371,2.53,,,0,87.66,0,0.0298
Transit,0.0735,1.35,,,0,89.57,0,0.0298
Transit,0.0438,1.53,,,0,88.24,0,0.0298
Transit,0.0438,1.53,,,0,88.24,0,0.02981
Transit,0.0438,1.53,,,0,88.24,0,0.02981
Transit,0.1285,1.89,,,0,88.81,0,0.02981
Transit,0.1285,1.89,,,0,88.81,0,0.02984
Transit,0.0683,2.54,,,0,83.8,0,0.02985
Transit,0.0795,1.48,,,0,89.95,0,0.02985
Transit,0.0795,1.48,,,0,89.95,0,0.02985
Transit,0.0795,1.48,,,0,89.95,0,0.02985
Transit,0.1603,1.72,,,0,89.96,0,0.02985
Transit,0.0964,2.07,,,0,88.51,0,0.02985
Transit,0.134,2.45,,,0,87.7,0,0.02986
Transit,0.157,1.97,,,0,87.09,0,0.02986
Transit,0.046,1.78,,,0,86.81,0,0.02986
Transit,0.0705,1.45,,,0,89.95,0,0.02988
Transit,0.0705,1.45,,,0,89.95,0,0.02989
Transit,0.0705,1.45,,,0,89.95,0,0.02989
Transit,0.0759,1.77,,,0,88.11,0,0.0299
Transit,0.1175,1.91,,,0,88.24,0,0.02992
Transit,0.1175,1.91,,,0,88.24,0,0.02995
Transit,0.1175,1.91,,,0,88.24,0,0.02995
Transit,0.0843,1.67,,,0,88.81,0,0.02995
Transit,0.0843,1.67,,,0,88.81,0,0.02996
Transit,0.0843,1.67,,,0,88.81,0,0.02996
Transit,,1.22,,,,,0,0.02996
Transit,0.115,1.56,,,0,88.81,0,0.02996
Transit,,1.587,,,,,0,0.02998
Transit,0.09,1.72,,,0,84.22,0,0.02998
Transit,0.1418,1.75,,,,,0,0.02998
Transit,0.06839,2.042,4.82,2.97,0,87.456,0,0.03
Transit,0.0905,2.32,,,,,0,0.03
Transit,0.079,2.4,,,0,83.65,0,0.03
Transit,0.102,2.8,,,0,84.8,0,0.03
Transit,0.0844,1.93,,,0,84.14,0,0.03
Transit,0.0993,1.62,,,0,89.47,0,0.03
Transit,0.0715,1.67,,,0,89.38,0,0.03
Transit,0.0715,1.67,,,0,89.38,0,0.03
Transit,0.0715,1.67,,,0,89.38,0,0.03
Transit,0.1168,1.61,,,0,88.19,0,0.03001
Transit,0.0196,1.98,,,0,76.41,0,0.03002
Transit,0.1038,1.59,,,0,88.51,0,0.03002
Transit,0.0563,1.14,,,0,89.54,0,0.03002
Transit,,1.41,,,,,0,0.03002
Transit,0.124,1.92,,,0,86.52,0,0.03004
Transit,0.0867,1.34,,,0,89.38,0,0.03005
Transit,0.0867,1.34,,,0,89.38,0,0.03008
Transit,0.0867,1.34,,,0,89.38,0,0.0301
Transit,0.1463,1.78,,,0,89.67,0,0.0301
Transit,0.0866,1.78,,,0,89.95,0,0.0301
Transit,0.0866,1.78,,,0,89.95,0,0.03011
Transit,0.0866,1.78,,,0,89.95,0,0.03011
Transit,0.091,1.8,1.9,1.72,0.045,89.64,1,0.03011
Transit,0.1719,1.51,,,0,86.47,0,0.03012
Transit,0.069,2.29,,,0,89.38,0,0.03012
Transit,0.069,2.29,,,0,89.38,0,0.03012
Transit,0.069,2.29,,,0,89.38,0,0.03012
Transit,0.0484,1.56,,,0,89.38,0,0.03013
Transit,0.0484,1.56,,,0,89.38,0,0.03014
Transit,0.0484,1.56,,,0,89.38,0,0.03015
Transit,0.083,1.79,,,0,89.44,0,0.03015
Transit,0.1197,1.73,,,0,87.09,0,0.03015
Transit,0.1197,1.73,,,0,87.09,0,0.03016
Transit,0.1197,1.73,,,0,87.09,0,0.03016
Transit,0.052,1.39,,,0,88.81,0,0.03016
Transit,0.168,2,,,0,86.52,0,0.03016
Transit,0.1707,2,,,0,89.55,0,0.03019
Transit,0.084,2.03,,,0,83.08,0,0.03019
Transit,0.174,2.7,,,0,88.81,0,0.03019
Transit,0.0964,1.86,,,0,89.95,0,0.0302
Transit,0.0964,1.86,,,0,89.95,0,0.0302
Transit,0.0964,1.86,,,0,89.95,0,0.0302
Transit,0.0496,1.32,,,0,89.69,0,0.0302
Transit,0.0344,1.5,,,0,89.73,0,0.0302
Transit,0.119,1.57,,,0,89.38,0,0.03024
Transit,,1.62,,,,,0,0.03024
Transit,0.098,1.69,,,0,89.38,0,0.03024
Transit,0.044,1.82,,,0,85.37,1,0.03025
Transit,0.0466,3.07,,,0,78.65,0,0.0303
Transit,0.1049,2.8,,,0,89.38,0,0.0303
Transit,0.1049,2.8,,,0,89.38,0,0.0303
Transit,0.1049,2.8,,,0,89.38,0,0.0303
Transit,0.0183,1.52,,,0,76.66,0,0.0303
Transit,0.0785,1.91,,,0,85.37,0,0.0303
Transit,0.0785,1.91,,,0,85.37,0,0.03032
Transit,0.0785,1.91,,,0,85.37,0,0.03032
Transit,0.0513,1.39,,,0,89.38,0,0.03032
Transit,0.0513,1.39,,,0,89.38,0,0.03035
Transit,0.0513,1.39,,,0,89.38,0,0.03036
Transit,0.0966,2.29,,,0,89.93,0,0.03036
Transit,,1.22,,,,,0,0.03036
Transit,0.061,2.1,,,0,84.22,0,0.03037
Transit,0.0777,1.37,,,0,89.88,0,0.03037
Transit,0.2534,1.54,,,0,89.38,0,0.03037
Transit,0.2534,1.54,,,0,89.38,0,0.03038
Transit,0.1021,3.16,,,0,83.08,0,0.0304
Transit,0.1021,3.16,,,0,83.08,0,0.0304
Transit,0.1021,3.16,,,0,83.08,0,0.03041
Transit,0.017,1.17,,,0,81.36,0,0.03047
Transit,0.155,1.82,,,0,88.24,0,0.03047
Transit,0.0225,0.91,,,0,87.66,0,0.03047
Transit,0.0225,0.91,,,0,87.66,0,0.03047
Transit,0.0225,0.91,,,0,87.66,0,0.03047
Transit,0.1512,2.63,,,0,83.71,0,0.0305
Transit,0.0391,1.5,,,0,87.72,0,0.0305
Transit,0.1327,1.78,,,0,89.95,0,0.03054
Transit,0.1327,1.78,,,0,89.95,0,0.03054
Transit,0.1327,1.78,,,0,89.95,0,0.03054
Transit,0.065,1.24,,,0,89.95,0,0.03054
Transit,0.0453,1.79,,,0,84.8,0,0.03057
Transit,0.0453,1.79,,,0,84.8,0,0.03058
Transit,0.0453,1.79,,,0,84.8,0,0.03058
Transit,0.149,1.84,,,0,89.95,0,0.03058
Transit,0.244,1.89,,,0,89.95,0,0.0306
Transit,0.196,2.02,,,0,88.24,0,0.0306
Transit,0.0759,1.71,,,0,89.95,0,0.0306
Transit,0.0759,1.71,,,0,89.95,0,0.0306
Transit,0.0759,1.71,,,0,89.95,0,0.0306
Transit,,2.154,,,,,0,0.0306
Transit,0.1023,3.14,,,0,85.65,0,0.0306
Transit,0.1434,1.7,,,0,89.95,0,0.03061
Transit,0.1434,1.7,,,0,89.95,0,0.03061
Transit,0.1434,1.7,,,0,89.95,0,0.03061
Transit,0.0633,1.31,,,0,89.7,0,0.030625
Transit,0.0142,1.39,,,0,81.36,0,0.03063
Transit,0.0142,1.39,,,0,81.36,0,0.03064
Transit,0.0142,1.39,,,0,81.36,0,0.03064
Transit,0.2555,1.63,,,0,89.95,0,0.03064
Transit,0.2555,1.63,,,0,89.95,0,0.03066
Transit,0.2555,1.63,,,0,89.95,0,0.03067
Transit,0.0621,0.9,,,0,89.8,0,0.03067
Transit,0.0845,1.25,,,0,89.98,0,0.03067
Transit,0.0425,1.32,,,0,88.24,0,0.03067
Transit,0.0425,1.32,,,0,88.24,0,0.03067
Transit,0.0425,1.32,,,0,88.24,0,0.03067
Transit,0.2186,1.64,,,0,89.95,0,0.03068
Transit,0.2186,1.64,,,0,89.95,0,0.03068
Transit,0.2186,1.64,,,0,89.95,0,0.03069
Transit,0.063,1.06,,,0,87.09,0,0.03069
Transit,0.085,1.8,,,0,88.24,0,0.03069
Transit,0.0128,1.39,,,0,88.24,0,0.03069
Transit,0.0128,1.39,,,0,88.24,0,0.03069
Transit,0.0128,1.39,,,0,88.24,0,0.03069
Transit,0.067,1.88,,,0,81.93,0,0.0307
Transit,0.067,1.88,,,0,81.93,0,0.0307
Transit,0.067,1.88,,,0,81.93,0,0.03071
Transit,0.3344,35.34,,,0,88.92,0,0.03071
Transit,0.0933,2.3,,,0,87.92,0,0.03071
Transit,0.196,1.3,,,0,89.38,0,0.03071
Transit,0.078,1.39,,,0,87.66,0,0.03071
Transit,0.046,1.62,,,0,84.22,0,0.03071
Transit,,1.63,,,,,0,0.03075
Transit,0.109,1.69,,,0,89.95,0,0.03078
Transit,0.118,2.07,,,0,87.09,0,0.0308
Transit,0.099,2.25,,,0,87.09,0,0.0308
Transit,0.045,2.8,,,0,83.65,0,0.0308
Transit,0.0363,1.29,,,0,89.95,0,0.0308
Transit,0.0363,1.29,,,0,89.95,0,0.0308
Transit,0.0363,1.29,,,0,89.95,0,0.0308
Transit,0.0506,1.38,,,0,88.6,0,0.0308
Transit,0.0981,1.8,,,0,89.79,0,0.0308
Transit,0.0271,1.15,,,0,87.66,0,0.03083
Transit,0.0271,1.15,,,0,87.66,0,0.03083
Transit,0.0271,1.15,,,0,87.66,0,0.03083
Transit,0.0333,1.56,,,0,86.61,0,0.03083
Transit,0.0802,1.92,,,0,86.52,0,0.03083
Transit,0.0802,1.92,,,0,86.52,0,0.03084
Transit,0.0802,1.92,,,0,86.52,0,0.03084
Transit,0.036,1.18,,,0,89.95,0,0.03084
Transit,0.0471,1.4,,,0,88.54,0,0.03087
Transit,0.0525,1.28,,,0,88.69,0,0.03087
Transit,0.1969,1.91,,,0,89.52,0,0.03087
Transit,0.026,1.82,,,0,74.48,0,0.03087
Transit,0.026,1.82,,,0,74.48,0,0.0309
Transit,0.026,1.82,,,0,74.48,0,0.03094
Transit,0.228,2,,,0,88.81,0,0.03095
Transit,,2.729,,,,,0,0.03095
Transit,0.0991,1.75,,,0,89.38,0,0.03097
Transit,0.0991,1.75,,,0,89.38,0,0.03097
Transit,0.0991,1.75,,,0,89.38,0,0.03097
Transit,0.0796,1.62,,,0,89.38,0,0.031
Transit,0.0796,1.62,,,0,89.38,0,0.031
Transit,0.0796,1.62,,,0,89.38,0,0.03102
Transit,0.1611,2.02,,,0,89.38,0,0.03102
Transit,0.1611,2.02,,,0,89.38,0,0.03102
Transit,0.1611,2.02,,,0,89.38,0,0.03103
Transit,0.0549,1.55,,,0,89.88,0,0.03103
Transit,0.0506,1.89,,,0,89.83,0,0.03103
Transit,0.0395,1.33,,,0,88.81,0,0.03104
Transit,0.0395,1.33,,,0,88.81,0,0.03104
Transit,0.0395,1.33,,,0,88.81,0,0.03104
Transit,0.1132,1.41,,,0,86.12,0,0.03107
Transit,0.0575,1.4,,,0,88.57,0,0.03107
Transit,0.0848,1.51,,,0,84.06,0,0.03108
Transit,,2.01,,,,,0,0.03108
Transit,0.122,2.14,,,0,85.37,0,0.03108
Transit,0.32,2.22,,,0,89.38,0,0.03108
Transit,0.0563,1.15,,,0,89.95,0,0.03109
Transit,0.0563,1.15,,,0,89.95,0,0.0311
Transit,0.0563,1.15,,,0,89.95,0,0.0311
Transit,0.1467,1.94,,,0,88.81,0,0.0311
Transit,0.1467,1.94,,,0,88.81,0,0.0311
Transit,0.1467,1.94,,,0,88.81,0,0.03112
Transit,0.0163,1,,,0,89.38,0,0.03112
Transit,0.0163,1,,,0,89.38,0,0.03112
Transit,0.0163,1,,,0,89.38,0,0.03112
Transit,0.0387,1.61,,,0,72.19,0,0.03112
Transit,0.0387,1.61,,,0,72.19,0,0.03112
Transit,0.0387,1.61,,,0,72.19,0,0.03113
Transit,0.0358,1.65,,,0,86.52,0,0.03113
Transit,0.0358,1.65,,,0,86.52,0,0.03113
Transit,0.0358,1.65,,,0,86.52,0,0.03114
Transit,0.0615,1.36,,,0,89.17,0,0.03114
Transit,0.1473,1.76,,,0,88.81,1,0.03114
Transit,0.1473,1.76,,,0,88.81,1,0.03114
Transit,0.1473,1.76,,,0,88.81,1,0.03114
Transit,0.00812,1.258,,,,77.7,0,0.03114
Transit,0.126,1.6,,,0,89.38,0,0.03116
Transit,0.182,1.63,,,0,89.95,0,0.03119
Transit,,1.98,,,,,0,0.03119
Transit,0.0915,2.17,,,0,87.09,0,0.03119
Transit,0.0915,2.17,,,0,87.09,0,0.0312
Transit,0.0915,2.17,,,0,87.09,0,0.0312
Transit,0.0242,0.87,,,0,89.41,0,0.0312
Transit,0.1002,1.8,,,0,88.81,0,0.0312
Transit,0.1002,1.8,,,0,88.81,0,0.03122
Transit,0.1002,1.8,,,0,88.81,0,0.03122
Transit,0.116,1.76,,,0,88.24,0,0.03122
Transit,0.116,1.76,,,0,88.24,0,0.03123
Transit,0.116,1.76,,,0,88.24,0,0.03125
Transit,0.1287,2.87,,,0,89.95,0,0.03125
Transit,0.1287,2.87,,,0,89.95,0,0.03125
Transit,0.1287,2.87,,,0,89.95,0,0.03126
Transit,0.0359,1.4,,,0,88.81,0,0.03126
Transit,0.0359,1.4,,,0,88.81,0,0.03126
Transit,0.0359,1.4,,,0,88.81,0,0.03127
Transit,0.074,1.26,,,0,88.24,0,0.03127
Transit,0.055,1.69,,,0,89.85,0,0.03127
Transit,0.117,2.04,,,0,84.22,0,0.03129
Transit,0.1074,1.8,,,0,88.81,0,0.03129
Transit,0.1074,1.8,,,0,88.81,0,0.03129
Transit,0.1074,1.8,,,0,88.81,0,0.0313
Transit,0.2001,5.69,,,0,89.95,0,0.0313
Transit,0.2001,5.69,,,0,89.95,0,0.0313
Transit,0.2001,5.69,,,0,89.95,0,0.03131
Transit,0.2482,2.11,,,0,89.38,0,0.03131
Transit,0.2482,2.11,,,0,89.38,0,0.03131
Transit,0.2482,2.11,,,0,89.38,0,0.03131
Transit,0.0932,1.8,,,0,89.95,0,0.03131
Transit,0.0932,1.8,,,0,89.95,0,0.03131
Transit,0.0932,1.8,,,0,89.95,0,0.03135
Transit,0.1291,2.72,,,0,89.92,0,0.03135
Transit,0.2641,3.71,,,0,89.96,0,0.03135
Transit,0.225,1.18,,,0,89.95,0,0.03136
Transit,,2.47,,,,,0,0.03136
Transit,0.0474,2.13,,,0,89.02,0,0.03136
Transit,0.1697,2.53,,,0,89.95,0,0.03136
Transit,0.1697,2.53,,,0,89.95,0,0.03139
Transit,0.1697,2.53,,,0,89.95,0,0.0314
Transit,0.1553,2.09,,,0,89.8,0,0.0314
Transit,0.1243,1.64,,,0,88.81,0,0.03144
Transit,0.1243,1.64,,,0,88.81,0,0.03144
Transit,0.1243,1.64,,,0,88.81,0,0.03144
Transit,0.1817,1.74,,,0,89.94,1,0.03144
Transit,,2.589,,,,,1,0.03145
Transit,0.069,2.64,,,0,87.09,0,0.03147
Transit,0.0462,1.48,,,0,89.38,0,0.03147
Transit,0.0462,1.48,,,0,89.38,0,0.03147
Transit,0.0462,1.48,,,0,89.38,0,0.03147
Transit,0.0434,2.03,,,0,85.52,1,0.031485
Transit,0.0326,1.87,,,0,89.19,0,0.0315
Transit,0.1764,2.71,,,0,89.46,0,0.03151
Transit,0.0325,1.41,,,0,89.23,0,0.03151
Transit,0.0469,2.95,,,0,89.38,0,0.03151
Transit,0.0469,2.95,,,0,89.38,0,0.03151
Transit,0.0469,2.95,,,0,89.38,0,0.03155
Transit,0.212,1.84,,,0,88.81,0,0.03156
Transit,0.109,1.9,,,0,87.66,1,0.03158
Transit,0.305,2.19,,,0,88.81,0,0.03158
Transit,0.052,3.38,,,0,87.09,0,0.03158
Transit,0.258,4.8,,,0,86.52,0,0.03158
Transit,0.7106,1.74,,,0,89.95,0,0.0316
Transit,0.7106,1.74,,,0,89.95,0,0.0316
Transit,0.7106,1.74,,,0,89.95,0,0.0316
Transit,0.0903,1.84,,,0,89.95,1,0.0316
Transit,0.0795,1.94,,,0,86.88,0,0.0316
Transit,0.1174,1.98,,,0,89.93,0,0.03161
Transit,0.1058,1.73,,,0,89.95,0,0.03161
Transit,0.1058,1.73,,,0,89.95,0,0.03161
Transit,0.1058,1.73,,,0,89.95,0,0.03161
Transit,0.2542,4.86,,,0,85.94,0,0.03162
Transit,0.2542,4.86,,,0,85.94,0,0.03164
Transit,0.2542,4.86,,,0,85.94,0,0.03165
Transit,0.0136,1.35,,,0,85.82,0,0.03165
Transit,0.1097,0.8,,,,89.45,0,0.03165
Transit,0.0344,1.56,,,0,87.66,0,0.03166
Transit,0.0344,1.56,,,0,87.66,0,0.03166
Transit,0.0344,1.56,,,0,87.66,0,0.03166
Transit,0.17,2,,,0,88.81,0,0.03169
Transit,0.083,2.14,,,0,87.09,0,0.0317
Transit,0.202,2.33,,,0,88.81,1,0.0317
Transit,0.036,2.36,,,0,82.51,0,0.0317
Transit,,1.553,,,,,0,0.0317
Transit,0.2001,2.42,,,0,89.95,1,0.0317
Transit,0.2001,2.42,,,0,89.95,1,0.0317
Transit,0.2001,2.42,,,0,89.95,1,0.0317
Transit,0.08,1.38,,,0,89.38,0,0.0317
Transit,0.085,1.38,,,0,88.24,0,0.031753
Transit,0.04,1.42,,,0,85.37,0,0.03177
Transit,,1.47,,,,,0,0.03177
Transit,0.223,1.64,,,0,89.38,1,0.03177
Transit,0.0753,1.53,,,0,89.39,0,0.0318
Transit,0.0325,1.29,,,0,89.48,0,0.0318
Transit,0.0623,0.92,,,0,89.95,0,0.0318
Transit,0.0623,0.92,,,0,89.95,0,0.0318
Transit,0.0623,0.92,,,0,89.95,0,0.0318
Transit,0.1716,1.48,,,0,88.81,0,0.03182
Transit,0.1716,1.48,,,0,88.81,0,0.03186
Transit,0.1716,1.48,,,0,88.81,0,0.03189
Transit,0.17,1.26,,,0,88.81,0,0.03189
Transit,0.054,1.35,,,0,85.94,0,0.03189
Transit,0.1528,2.47,,,0,84.8,0,0.03189
Transit,0.1528,2.47,,,0,84.8,0,0.03189
Transit,0.1528,2.47,,,0,84.8,0,0.03189
Transit,,1.67,,,,,0,0.0319
Transit,0.1256,3.45,,,0,80.57,0,0.0319
Transit,0.2085,1.69,,,0,89.38,0,0.03192
Transit,0.2085,1.69,,,0,89.38,0,0.03192
Transit,0.2085,1.69,,,0,89.38,0,0.03192
Transit,0.052,1.18,,,0,87.66,0,0.03194
Transit,,1.92,,,,,0,0.03197
Transit,0.154,2.5,,,0,87.66,0,0.03199
Transit,0.167,2.5,,,0,86.52,0,0.03199
Transit,0.0903,1.85,,,0,89.95,1,0.03199
Transit,0.0903,1.85,,,0,89.95,1,0.032
Transit,0.0903,1.85,,,0,89.95,1,0.032
Transit,0.069,2.55,,,0,89.95,1,0.032
Transit,0.069,2.55,,,0,89.95,1,0.032
Transit,0.069,2.55,,,0,89.95,1,0.03202
Transit,0.137,2.2,,,0,85.94,0,0.03202
Transit,0.0872,1.88,,,0,89.95,0,0.03202
Transit,0.0872,1.88,,,0,89.95,0,0.03204
Transit,0.0872,1.88,,,0,89.95,0,0.03204
Transit,0.0642,2.24,,,0,89.38,0,0.03204
Transit,0.0642,2.24,,,0,89.38,0,0.0321
Transit,0.0642,2.24,,,0,89.38,0,0.03211
Transit,0.0114,0.96,,,0,88.24,0,0.03211
Transit,0.0114,0.96,,,0,88.24,0,0.03211
Transit,0.0114,0.96,,,0,88.24,0,0.03212
Transit,0.1224,2.7,,,0,86.51,0,0.03212
Transit,0.1808,1.76,,,0,89.95,1,0.03212
Transit,0.1808,1.76,,,0,89.95,1,0.03213
Transit,0.1808,1.76,,,0,89.95,1,0.03213
Transit,0.0528,2.79,,,0,89.95,0,0.03213
Transit,0.0528,2.79,,,0,89.95,0,0.03213
Transit,0.0528,2.79,,,0,89.95,0,0.03214
Transit,0.3031,1.71,,,0,89.71,0,0.03214
Transit,0.0626,2.07,,,0,87.66,0,0.03214
Transit,0.0626,2.07,,,0,87.66,0,0.03214
Transit,0.0626,2.07,,,0,87.66,0,0.03214
Transit,0.056,1.46,,,0,84.8,0,0.03214
Transit,0.041,1.71,,,0,89.95,0,0.03218
Transit,0.0717,1.8,,,0,88.81,1,0.03219
Transit,0.0717,1.8,,,0,88.81,1,0.03219
Transit,0.0717,1.8,,,0,88.81,1,0.03219
Transit,0.18,2.06,,,0,87.66,0,0.0322
Transit,0.061,2.35,,,0,85.37,0,0.0322
Transit,0.0313,1.34,,,0,88.81,0,0.0322
Transit,0.0313,1.34,,,0,88.81,0,0.0322
Transit,0.0313,1.34,,,0,88.81,0,0.0322
Transit,0.0141,1.6,,,0,71.76,0,0.0322
Transit,0.177,3.36,,,0,89.38,0,0.0322
Transit,0.1153,1.63,,,0,85.91,0,0.03223
Transit,0.2149,1.77,,,0,89.85,1,0.03223
Transit,0.0682,2.56,,,0,89.75,1,0.03223
Transit,0.0443,1.71,,,0,90,0,0.03227
Transit,0.047,1.74,,,0,84.8,0,0.03227
Transit,0.031,1.79,,,0,67.04,0,0.03228
Transit,0.044,1.88,,,0,81.36,0,0.03228
Transit,0.193,2.04,,,0,88.24,0,0.03228
Transit,0.167,1.74,,,0,89.97,0,0.0323
Transit,0.0288,1.51,,,0,89.73,0,0.0323
Transit,0.0434,2.11,,,0,84.8,1,0.0323
Transit,0.0434,2.11,,,0,84.8,1,0.0323
Transit,0.0434,2.11,,,0,84.8,1,0.0323
Transit,0.0344,1.56,,,0,89.38,0,0.03231
Transit,0.0344,1.56,,,0,89.38,0,0.03233
Transit,0.0344,1.56,,,0,89.38,0,0.03233
Transit,0.1518,2.42,,,0,88.55,0,0.03233
Transit,,0.701,,,,,0,0.03233
Transit,0.037,1.45,,,0,84.8,0,0.03239
Transit,0.073,1.79,,,0,88.81,0,0.03239
Transit,0.088,1.9,,,0,85.37,0,0.03239
Transit,0.1765,2.04,,,0,88.98,0,0.03239
Transit,0.264,2.09,,,0,89.38,0,0.0324
Transit,0.068,2.36,,,0,83.65,1,0.0324
Transit,,2.4,,,,89.701,0,0.0324
Transit,0.118,2.1,,,0,89.95,0,0.0324
Transit,0.118,2.1,,,0,89.95,0,0.0324
Transit,0.118,2.1,,,0,89.95,0,0.0324
Transit,0.0981,1.64,,,0,89.94,0,0.0324
Transit,0.0933,1.72,,,0,89.38,0,0.0324
Transit,0.0933,1.72,,,0,89.38,0,0.03246
Transit,0.0933,1.72,,,0,89.38,0,0.03246
Transit,0.221,1.98,,,0,88.24,0,0.03246
Transit,0.3194,2.28,,,0,89.84,0,0.03248
Transit,0.0415,1.69,,,0,85.11,0,0.03248
Transit,0.0876,1.33,,,0,89.95,0,0.03248
Transit,0.0876,1.33,,,0,89.95,0,0.03248
Transit,0.0876,1.33,,,0,89.95,0,0.0325
Transit,0.2779,1.67,,,0,89.8,0,0.0325
Transit,0.0779,1.43,,,0,88.03,0,0.03254
Transit,0.0724,1.52,,,0,89.93,0,0.03256
Transit,0.0196,1.75,,,0,88.81,0,0.03256
Transit,0.0196,1.75,,,0,88.81,0,0.03256
Transit,0.0196,1.75,,,0,88.81,0,0.03257
Transit,0.05,1.46,,,0,89.38,0,0.03258
Transit,0.051,1.5,,,0,85.94,0,0.03258
Transit,0.1256,1.86,,,0,88.9,0,0.03258
Transit,0.201,5.2,,,0,89.38,0,0.03258
Transit,0.0958,1.68,,,0,89.95,0,0.03258
Transit,0.0958,1.68,,,0,89.95,0,0.0326
Transit,0.0958,1.68,,,0,89.95,0,0.0326
Transit,0.055,1.74,,,0,88.81,0,0.0326
Transit,0.055,1.74,,,0,88.81,0,0.0326
Transit,0.055,1.74,,,0,88.81,0,0.03261
Transit,0.1248,2.41,,,0,84.22,0,0.03261
Transit,0.1248,2.41,,,0,84.22,0,0.03261
Transit,0.1248,2.41,,,0,84.22,0,0.03261
Transit,0.084,1.55,,,0,88.81,0,0.03261
Transit,0.084,1.55,,,0,88.81,0,0.03261
Transit,0.084,1.55,,,0,88.81,0,0.03262
Transit,0.0961,1.87,,,0,88.31,0,0.03262
Transit,0.1424,2.43,,,0,89.97,1,0.03262
Transit,0.0748,1.31,,,0,89.95,0,0.03264
Transit,0.0748,1.31,,,0,89.95,0,0.03264
Transit,0.0748,1.31,,,0,89.95,0,0.03264
Transit,0.058,1.35,,,0,89.38,0,0.03267
Transit,0.058,1.35,,,0,89.38,0,0.03269
Transit,0.058,1.35,,,0,89.38,0,0.0327
Transit,0.0516,1.56,,,,,0,0.0327
Transit,0.1995,2.5,,,0,88.95,1,0.0327
Transit,0.0672,1.5,,,0,87.03,0,0.0327
Transit,0.0753,1.56,,,0,88.81,0,0.0327
Transit,0.0753,1.56,,,0,88.81,0,0.0327
Transit,0.0753,1.56,,,0,88.81,0,0.0327
Transit,0.0469,1.62,,,0,89.09,0,0.0327
Transit,0.1007,2.5,,,0,87.38,0,0.03273
Transit,0.0326,1.91,,,0,88.81,0,0.03274
Transit,0.0326,1.91,,,0,88.81,0,0.03274
Transit,0.0326,1.91,,,0,88.81,0,0.03274
Transit,0.1436,2.47,,,0,89.95,1,0.03274
Transit,0.1436,2.47,,,0,89.95,1,0.03275
Transit,0.1436,2.47,,,0,89.95,1,0.03279
Transit,0.052,0.98,,,0,88.24,0,0.03279
Transit,0.185,2.27,,,0,87.66,1,0.03279
Transit,0.0559,1.61,,,0,86.69,0,0.03279
Transit,0.4477,2.47,,,0,89.95,1,0.03279
Transit,0.4477,2.47,,,0,89.95,1,0.03279
Transit,0.4477,2.47,,,0,89.95,1,0.0328
Transit,0.1082,1.7,,,0,89.93,0,0.0328
Transit,0.1173,1.69,,,0,89.86,0,0.03282
Transit,0.021,1.36,,,0,84.22,0,0.03287
Transit,0.0587,1.73,,,0,89.84,0,0.03287
Transit,0.0347,2.01,,,0,88.81,0,0.03287
Transit,0.0347,2.01,,,0,88.81,0,0.03288
Transit,0.0347,2.01,,,0,88.81,0,0.03289
Transit,0.0815,1.41,,,0,89.95,0,0.0329
Transit,0.0815,1.41,,,0,89.95,0,0.03292
Transit,0.0815,1.41,,,0,89.95,0,0.03295
Transit,0.1603,1.82,,,0,89.38,0,0.03295
Transit,0.1603,1.82,,,0,89.38,0,0.03295
Transit,0.1603,1.82,,,0,89.38,0,0.03296
Transit,0.2668,1.6,,,0,89.97,0,0.03296
Transit,0.2482,2.19,,,0,88.65,0,0.03296
Transit,0.0315,1.35,,,0,89.38,0,0.03298
Transit,0.0315,1.35,,,0,89.38,0,0.03298
Transit,0.0315,1.35,,,0,89.38,0,0.03298
Transit,0.2053,2.06,,,0,89.95,0,0.033
Transit,0.2053,2.06,,,0,89.95,0,0.033
Transit,0.2053,2.06,,,0,89.95,0,0.03309
Transit,0.0371,2.55,,,0,83.9,0,0.03309
Transit,0.085,1.77,,,0,88.24,0,0.03309
Transit,0.141,2.71,,,0,87.66,1,0.03309
Transit,0.044,1.46,,,0,88.25,0,0.03309
Transit,,1.117,,,,,0,0.03309
Transit,0.0823,1.26,,,0,88.81,0,0.03309
Transit,0.0823,1.26,,,0,88.81,0,0.0331
Transit,0.0823,1.26,,,0,88.81,0,0.0331
Transit,0.076,1.63,,,0,88.81,0,0.03317
Transit,0.15,2.16,,,0,85.37,0,0.0332
Transit,0.0372,1.64,,,0,89.38,0,0.0332
Transit,0.0372,1.64,,,0,89.38,0,0.0332
Transit,0.0372,1.64,,,0,89.38,0,0.0332
Transit,0.0575,2.22,,,0,87.56,0,0.0332
Transit,0.0465,1.5,,,0,89.95,0,0.0332
Transit,0.0465,1.5,,,0,89.95,0,0.03321
Transit,0.0465,1.5,,,0,89.95,0,0.03321
Transit,0.0485,1.26,,,0,88.81,0,0.03321
Transit,0.0485,1.26,,,0,88.81,0,0.03321
Transit,0.0485,1.26,,,0,88.81,0,0.03322
Transit,0.1025,2.25,,,0,86.93,0,0.03322
